﻿﻿消防栓編號,單位名稱,種類,區鄉鎮市名稱,消防栓位置,經度,緯度,水公司單位名稱
138,豐原分隊,地下,豐原區,水源路中坑巷尾天帝教入口前8公尺,120.7540537,24.25222858,豐原給水廠
135,豐原分隊,地下,豐原區,"水源路中坑巷梅花別莊20-1,20-2號後面",120.7504676,24.25321044,豐原給水廠
136,豐原分隊,地下,豐原區,水源路中坑巷梅花別莊尾,120.7505514,24.25346233,豐原給水廠
127,豐原分隊,地下,豐原區,水源路公園鐵橋前（來鷺橋旁）,120.7472154,24.25436837,豐原給水廠
21087,豐原分隊,地下,豐原區,水源路北坑巷9-6號（柜倫企業有限公司對面）,120.7513889,24.25638888,豐原給水廠
146,豐原分隊,地下,豐原區,水源路坪頂巷12號旁,120.7680957,24.25990537,豐原給水廠
145,豐原分隊,地下,豐原區,水源路坪頂巷13號後面,120.7685121,24.26085919,豐原給水廠
144,豐原分隊,地下,豐原區,水源路坪頂巷15號入口（豐客北埔站牌旁15公尺巷口）,120.7668776,24.26201095,豐原給水廠
18108,豐原分隊,地下,豐原區,水源路坪頂巷19之5號左側5m（公老坪農場·會館停車場出入口旁）,120.762168,24.26252461,豐原給水廠
141,豐原分隊,地下,豐原區,水源路坪頂巷24-25號右側10M,120.753766,24.26175606,豐原給水廠
142,豐原分隊,地下,豐原區,水源路坪頂巷27-14號前,120.7520257,24.26163233,豐原給水廠
21652,豐原分隊,地下,豐原區,水源路坪頂巷8-7號（田園老人安養中心）,120.7679207,24.2578222,豐原給水廠
148,豐原分隊,地下,豐原區,水源路坪頂巷碧雲宮交叉口往下約500公尺（過土雞城轉角房子旁）,120.7604662,24.25644332,豐原給水廠
147,豐原分隊,地下,豐原區,水源路坪頂巷碧雲宮交叉口前,120.7639289,24.25562961,豐原給水廠
134,豐原分隊,地下,豐原區,水源路南坑巷26-5號（南嵩城小吃部）往前約15公尺,120.7508437,24.2471712,豐原給水廠
132,豐原分隊,地下,豐原區,水源路南坑巷30號下方20公尺,120.7484559,24.25179573,豐原給水廠
186,豐原分隊,地上,豐原區,水源路愛買大門入口右側,120.7347465,24.25555319,豐原給水廠
91,豐原分隊,地上,豐原區,水源路與圓環東路口中油旁（水源路上）,120.7301512,24.25507021,豐原給水廠
19471,豐原分隊,地下,豐原區,北陽一街73號,120.7345312,24.2520069,豐原給水廠
19470,豐原分隊,地下,豐原區,北陽二街180號左側10m（近三陽運動公園）,120.7326531,24.2527445,豐原給水廠
17309,豐原分隊,地下,豐原區,北陽二街68號對面,120.7344554,24.25268772,豐原給水廠
1192,豐原分隊,地下,豐原區,北陽三街71號左側10公尺,120.7346968,24.25333883,豐原給水廠
21643,豐原分隊,地下,豐原區,北陽路197號,120.73463,24.25135,豐原給水廠
342,豐原分隊,地下,豐原區,向陽路75巷50號對面與南村路口,120.7250932,24.25331621,豐原給水廠
555,豐原分隊,地下,豐原區,圳寮路12號左側,120.7153641,24.25451082,豐原給水廠
556,豐原分隊,地下,豐原區,"圳寮路58,60號中間（對面49號）",120.714707,24.25452305,豐原給水廠
935,豐原分隊,地下,豐原區,圳寮路仁愛新村70號右側20公尺,120.7119376,24.25439833,豐原給水廠
558,豐原分隊,地下,豐原區,圳寮路與中山路口,120.7135765,24.25437632,豐原給水廠
557,豐原分隊,地下,豐原區,圳寮路與寶山路口,120.7141263,24.25455973,豐原給水廠
665,豐原分隊,地下,豐原區,安和路47號前,120.7083394,24.24761324,豐原給水廠
664,豐原分隊,地下,豐原區,成功路243號前,120.7078882,24.2465971,豐原給水廠
17304,豐原分隊,地下,豐原區,成功路279巷和社興路交叉口,120.7073638,24.24715103,豐原給水廠
666,豐原分隊,地下,豐原區,成功路314號前,120.7066161,24.2480027,豐原給水廠
630,豐原分隊,地下,豐原區,成功路354巷49號左前方（356巷口）,120.7078017,24.24873209,豐原給水廠
650,豐原分隊,地下,豐原區,成功路371號前,120.7062822,24.2490598,豐原給水廠
631,豐原分隊,地下,豐原區,成功路390號前（歐美日健康自然磁療中心）,120.7062091,24.24963633,豐原給水廠
646,豐原分隊,地下,豐原區,成功路541巷口,120.7055466,24.25345683,豐原給水廠
644,豐原分隊,地下,豐原區,成功路613號前（佶欣商行前）,120.7060575,24.25479143,豐原給水廠
18116,豐原分隊,地下,豐原區,成功路630巷往內約3m,120.7069273,24.25483056,豐原給水廠
645,豐原分隊,地下,豐原區,成功路635巷74-76號中間（597巷旁）,120.7054353,24.25484462,豐原給水廠
642,豐原分隊,地下,豐原區,成功路707.709號前（溫莎堡汽車旅館對面）,120.7082348,24.25496751,豐原給水廠
640,豐原分隊,地下,豐原區,成功路736號前,120.7094117,24.25499441,豐原給水廠
641,豐原分隊,地下,豐原區,成功路783號前,120.7099897,24.25502192,豐原給水廠
604,豐原分隊,地下,豐原區,成功路與中正路口（中華電信前旁，中正路618號）,120.7060951,24.25010771,豐原給水廠
18251,豐原分隊,地下,豐原區,成功路與安和路交叉口（轉角處）,120.7076226,24.24693487,豐原給水廠
632,豐原分隊,地下,豐原區,成功路與建成路南側（建成路115號萊爾富前）,120.7059107,24.25164044,豐原給水廠
40,豐原分隊,地下,豐原區,朴子街138巷23號旁（178巷尾與東豐綠色走廊）,120.7499848,24.2751738,豐原給水廠
39,豐原分隊,地下,豐原區,朴子街177巷15號前（電線桿下）,120.7472549,24.27372632,豐原給水廠
41,豐原分隊,地下,豐原區,朴子街178巷（心星租車茶房與東豐綠色走廊）,120.7488254,24.27483027,豐原給水廠
42,豐原分隊,地下,豐原區,朴子街200巷13弄1號,120.7469854,24.27537674,豐原給水廠
43,豐原分隊,地下,豐原區,朴子街200巷13弄47號大門口前,120.7467088,24.27719725,豐原給水廠
44,豐原分隊,地下,豐原區,朴子街200巷80號福德祠前,120.7486263,24.27657025,豐原給水廠
45,豐原分隊,地下,豐原區,朴子街260巷口舊鐵路（野克漆彈停車場前）,120.7442723,24.2746475,豐原給水廠
46,豐原分隊,地下,豐原區,朴子街301巷56號左側,120.7418329,24.27312239,豐原給水廠
47,豐原分隊,地下,豐原區,朴子街346號前（帝鋼刀具實業公司前）,120.7394457,24.27388036,豐原給水廠
18000,豐原分隊,地下,豐原區,朴子街355巷145-1號旁（三銳機械股份有限公司前）,120.737086,24.26884249,豐原給水廠
17999,豐原分隊,地下,豐原區,朴子街355巷往內20m,120.7379443,24.27201989,豐原給水廠
31,豐原分隊,地下,豐原區,朴子街36號右屋角8公尺處,120.7532081,24.27431497,豐原給水廠
48,豐原分隊,地下,豐原區,朴子街376巷1號前,120.7372919,24.27342374,豐原給水廠
981,豐原分隊,地下,豐原區,朴子街395巷口,120.7364134,24.27259791,豐原給水廠
982,豐原分隊,地下,豐原區,朴子街409巷15弄1號前,120.73547,24.27002992,豐原給水廠
983,豐原分隊,地下,豐原區,朴子街416巷口（420號前）,120.7351153,24.2718057,豐原給水廠
984,豐原分隊,地下,豐原區,朴子街456號前（458巷口）,120.7337386,24.27126716,豐原給水廠
985,豐原分隊,地下,豐原區,朴子街510號福德祠前,120.7328495,24.27034962,豐原給水廠
987,豐原分隊,地下,豐原區,朴子街565巷24號邊,120.7327703,24.26846073,豐原給水廠
986,豐原分隊,地下,豐原區,朴子街590號,120.7312381,24.26850536,豐原給水廠
583,豐原分隊,地下,豐原區,西安街115號對面,120.7118223,24.24907875,豐原給水廠
585,豐原分隊,地下,豐原區,西安街159號前,120.7105529,24.24887088,豐原給水廠
584,豐原分隊,地下,豐原區,西安街76號前,120.710563,24.2488935,豐原給水廠
18738,豐原分隊,地下,豐原區,西安街97巷14號,120.7120846,24.24851682,豐原給水廠
582,豐原分隊,地下,豐原區,西安街瑞穗國小大門前（斑馬線上）,120.7129857,24.24922181,豐原給水廠
661,豐原分隊,地下,豐原區,西勢一街與社興五街口（十字路口）,120.7049397,24.244451,豐原給水廠
658,豐原分隊,地下,豐原區,西勢二街27號對面,120.7058624,24.24357797,豐原給水廠
660,豐原分隊,地上,豐原區,西勢六街與西勢三街口南角,120.7039708,24.24383782,豐原給水廠
667,豐原分隊,地下,豐原區,西勢路110巷前（四季享茶）,120.708502,24.24529773,豐原給水廠
668,豐原分隊,地下,豐原區,西勢路114巷42弄30號前,120.7073088,24.24577598,豐原給水廠
669,豐原分隊,地下,豐原區,西勢路114巷57弄口,120.7065833,24.24537796,豐原給水廠
670,豐原分隊,地下,豐原區,西勢路132號旁（蛋糕室旁電線桿下）,120.7080806,24.24492644,豐原給水廠
671,豐原分隊,地下,豐原區,西勢路184號前（黃網線上）,120.707175,24.24407719,豐原給水廠
659,豐原分隊,地上,豐原區,西勢路232巷與西勢五街路口,120.704473,24.24287973,豐原給水廠
21651,豐原分隊,地下,豐原區,角潭路二段119巷口大夫養護中心,120.7311644,24.2708053,豐原給水廠
1015,豐原分隊,地下,豐原區,角潭路二段12號前9巷口,120.7286652,24.26380625,豐原給水廠
51,豐原分隊,地下,豐原區,角潭路二段195巷6號前,120.7341738,24.27563286,豐原給水廠
50,豐原分隊,地下,豐原區,角潭路二段195巷口,120.7340169,24.27463833,豐原給水廠
1017,豐原分隊,地下,豐原區,角潭路二段25-1號前（中北塗料）,120.7297126,24.26477885,豐原給水廠
1018,豐原分隊,地下,豐原區,角潭路二段57號前（inova旁）,120.7302725,24.26632607,豐原給水廠
1014,豐原分隊,地下,豐原區,角潭路二段6巷口,120.728629,24.26330802,豐原給水廠
1019,豐原分隊,地下,豐原區,角潭路二段77號前,120.7302041,24.26795152,豐原給水廠
1016,豐原分隊,地下,豐原區,角潭路二段7號前9巷口,120.7286149,24.26379769,豐原給水廠
532,豐原分隊,地下,豐原區,和平街11號前（13巷口）對面,120.7199259,24.25216928,豐原給水廠
864,豐原分隊,地下,豐原區,和平街43號前（45巷口）,120.7198964,24.2530845,豐原給水廠
549,豐原分隊,地下,豐原區,忠孝街105巷31號對面,120.7148398,24.25333944,豐原給水廠
550,豐原分隊,地下,豐原區,忠孝街105巷50弄與榮春街口,120.714477,24.25369526,豐原給水廠
548,豐原分隊,地下,豐原區,忠孝街105巷口,120.7160199,24.25411894,豐原給水廠
542,豐原分隊,地下,豐原區,忠孝街42號前（恆安大藥局）,120.7165812,24.2526596,豐原給水廠
547,豐原分隊,地下,豐原區,忠孝街79巷26號前,120.7154553,24.25313219,豐原給水廠
546,豐原分隊,地下,豐原區,忠孝街86號前（對面79巷）,120.7163143,24.2535791,豐原給水廠
19469,豐原分隊,地下,豐原區,明義街45號,120.7256981,24.25569411,豐原給水廠
903,豐原分隊,地下,豐原區,明興街1號對面,120.7275823,24.25630577,豐原給水廠
17448,豐原分隊,地下,豐原區,東仁街翁明公園旁變電箱,120.7269828,24.25806034,豐原給水廠
908,豐原分隊,地下,豐原區,東仁街與明仁街50號後門（福德祠對面）,120.7245091,24.25555441,豐原給水廠
907,豐原分隊,地下,豐原區,東仁街與明義街口北方5m,120.724998,24.2564635,豐原給水廠
904,豐原分隊,地下,豐原區,東仁街與明興街口,120.7265583,24.25784698,豐原給水廠
905,豐原分隊,地下,豐原區,東仁街與直興街口（民眾活動中心對面）,120.7257416,24.25731144,豐原給水廠
998,豐原分隊,地下,豐原區,東北街163巷2號前（路口）,120.7257745,24.25826208,豐原給水廠
1000,豐原分隊,地下,豐原區,東北街25巷口（路中間雙黃線）,120.7237346,24.25558498,豐原給水廠
994,豐原分隊,地下,豐原區,東北街285巷10弄26號前（鎮南宮上帝廟後）,120.7289844,24.26214223,豐原給水廠
993,豐原分隊,地下,豐原區,東北街345巷口,120.7302792,24.26164155,豐原給水廠
991,豐原分隊,地下,豐原區,東北街437巷87弄口,120.7334107,24.26590916,豐原給水廠
992,豐原分隊,地下,豐原區,東北街437巷口,120.7322554,24.26320287,豐原給水廠
990,豐原分隊,地下,豐原區,東北街495巷29號前,120.7336944,24.26507595,豐原給水廠
989,豐原分隊,地下,豐原區,東北街503之1號前,120.7348886,24.26524161,豐原給水廠
988,豐原分隊,地下,豐原區,東北街537號右側,120.7357281,24.26647462,豐原給水廠
18003,豐原分隊,地下,豐原區,東北街618號,120.7344719,24.26788483,豐原給水廠
999,豐原分隊,地下,豐原區,東北街73號前（對面16-11號）,120.724206,24.25641275,豐原給水廠
18004,豐原分隊,地下,豐原區,東北街豐原大道交叉口人行道上,120.7334577,24.26405077,豐原給水廠
21624,豐原分隊,地下,豐原區,東洲路186巷26號,120.712257,24.26547,豐原給水廠
1057,豐原分隊,地下,豐原區,東洲路33號左前方（豐盟有線電視）,120.7116768,24.26056194,豐原給水廠
906,豐原分隊,地下,豐原區,東興街與直興街口（東興街26-1號旁）,120.7262016,24.2564745,豐原給水廠
63,豐原分隊,地下,豐原區,沿萬年路往前150公尺右邊停車格內,120.738757,24.26395052,豐原給水廠
337,豐原分隊,地下,豐原區,直興街130號前,120.7270297,24.25397099,豐原給水廠
446,豐原分隊,地下,豐原區,直興街88號前,120.7271779,24.25262659,豐原給水廠
797,豐原分隊,地下,豐原區,社皮路（41巷口）,120.7000856,24.24596613,豐原給水廠
801,豐原分隊,地下,豐原區,社皮路123巷11弄口,120.7003679,24.24455806,豐原給水廠
19052,豐原分隊,地下,豐原區,社皮路123巷5弄100號前,120.7000975,24.24180116,豐原給水廠
19053,豐原分隊,地下,豐原區,社皮路123巷5弄112-1號前,120.6991564,24.24045016,豐原給水廠
808,豐原分隊,地下,豐原區,"社皮路123巷5弄80 號（cnc前20m屋角前），123巷走到底接185巷右轉接續",120.7007253,24.24267307,豐原給水廠
17447,豐原分隊,地下,豐原區,社皮路123巷5弄口（三山國王廟旁）,120.7007843,24.24455745,豐原給水廠
18189,豐原分隊,地下,豐原區,社皮路123巷82號右側20m,120.6988196,24.24496098,豐原給水廠
798,豐原分隊,地下,豐原區,社皮路123巷口,120.7011136,24.24459413,豐原給水廠
785,豐原分隊,地下,豐原區,社皮路134巷19號前,120.7020389,24.24507776,豐原給水廠
786,豐原分隊,地下,豐原區,社皮路134巷與86巷口,120.7020624,24.24540242,豐原給水廠
18194,豐原分隊,地下,豐原區,社皮路142號前（134巷1號對面）,120.7020614,24.24462828,豐原給水廠
802,豐原分隊,地下,豐原區,社皮路179號前,120.7020731,24.24442294,豐原給水廠
809,豐原分隊,地下,豐原區,社皮路185巷48號對面,120.7011075,24.24395032,豐原給水廠
805,豐原分隊,地下,豐原區,社皮路293巷120號,120.7010452,24.23977797,豐原給水廠
796,豐原分隊,地下,豐原區,社皮路33號,120.6999294,24.24605906,豐原給水廠
800,豐原分隊,地下,豐原區,社皮路41巷61弄22號,120.6999066,24.2440726,豐原給水廠
799,豐原分隊,地下,豐原區,社皮路41巷與123巷口,120.6993239,24.24471581,豐原給水廠
795,豐原分隊,地下,豐原區,社皮路66號前地下室入口,120.7005657,24.24569711,豐原給水廠
794,豐原分隊,地下,豐原區,社皮路74號前,120.7010318,24.24563414,豐原給水廠
657,豐原分隊,地上,豐原區,社興一街尾與西勢一街口頂10公尺處,120.7059288,24.24438075,豐原給水廠
656,豐原分隊,地上,豐原區,社興一街與社興三街口北側,120.7059878,24.24545928,豐原給水廠
